1000616411022086|5468|43433.89000000004|-44.75|116515.04000000004
1000616411022088|3928|-13564.260000000011|-30418.860000000008|12042.570000000009
1000616411022095|3261|-266050.24999999936|-304084.06999999983|333209.18
1000616411022096|1345|-149067.58999999962|-676244.1099999998|363.9
1000616411022098|4236|5169.720000000005|-8636.239999999998|12114.619999999997
1000616411022105|1412|-11675.460000000005|-13574.630000000005|2069.6099999999997
1000616411022114|2718|324.82999999999726|-1646.75|13096.509999999995
1000616411022117|1142|27195.86999999997|-1574.059999999997|414957.55
1000616411022125|5926|-6219.269999999981|-9493.649999999981|7402.830000000009
1000616411022136|2239|-6720.820000000008|-8173.180000000006|6357.530000000001
1000616411022142|4958|-22462.730000000007|-25942.570000000007|17546.16999999999
1000616411022173|1275|152356.7699999999|-31238.86000000003|154056.96
1000616411022185|5450|-39350.93000000002|-55709.660000000025|64125.289999999986
1000616411022204|4469|11585.319999999987|-7624.170000000014|15496.519999999997
1000616411022213|2150|-7067.880000000004|-8707.760000000004|17368.89
1000616411022222|3551|61448.800000000054|-22058.480000000003|76889.90000000005
1000616411022224|1215|21481.970000000012|-2623.889999999991|50755.88
1000616411022228|7686|69526.06999999983|-3377.34|255574.05999999988
1000616411022233|1738|7246.590000000002|-14630.879999999983|56656.06
1000616411022251|3896|339.2600000000077|-6364.409999999991|19960.200000000004
1000616411022258|172|-5929.499999999999|-5929.579999999999|4287.200000000001
1000616411022260|6787|160935.2100000002|-17742.78|255215.69999999987
1000616411022262|1527|-56140.889999999985|-66505.16|79707.25999999997
1000616411022265|4073|-6358.510000000004|-7005.590000000002|13737.070000000003
1000616411022267|4541|-6451.989999999954|-57801.09999999999|914216.2500000001
1000616411022277|2742|52714.95999999999|-16025.66|62721.89
1000616411022280|1626|1814.650000000033|-3014.5199999999977|292189.17000000004
1000616411022284|1276|-26241.020000000022|-31937.47000000001|17926.129999999983
1000616411022290|1313|3029.220000000003|-10269.15|20367.360000000008
1000616411022292|6675|-6833.549999999991|-20603.58|5657.690000000004
1000616411022294|1175|51715.01000000001|-71723.61000000002|124159.94
1000616411022294|587|40158.060000000005|-65820.2|103078.62000000001
1000616411022299|299|17582.28|-3607.930000000002|61354.45
1000616411022301|5533|-49714.42999999998|-148283.90999999992|789620.41
1000616411022308|905|-64504.22999999998|-65998.89999999998|18490.370000000003
1000616411022344|6274|-11627.849999999991|-11627.849999999991|28868.040000000008
1000616411022345|2707|35732.57000000001|-368.5900000000004|38648.65999999999
1000616411022355|1202|-33644.13000000001|-37186.31|8163.340000000003
1000616411022362|4217|7032.630000000013|-14672.929999999991|18659.23000000001
1000616411022366|8371|-6370.5699999999|-10625.879999999961|264424.01000000007
1000616411022367|6151|190.41999999999348|-1652.940000000006|16817.5
1000616411022370|7476|6881.169999999998|-1031.48|37749.11
1000616411022377|1956|653.0100000000018|-1986.6299999999983|20488.0
1000616411022385|3585|-4121.77999999999|-37756.26999999999|4074.2400000000007
1000616411022390|5975|-1474.679999999992|-5545.800000000002|51255.51
1000616411022401|4824|112.62000000000921|-8159.879999999987|21632.04000000001
1000616411022410|2706|133298.9600000001|-11952.339999999997|139382.3000000001
1000616411022413|3881|-57686.029999999875|-61217.79999999992|34743.29
1000616411022415|2143|-18726.179999999946|-23238.719999999994|133639.3
1000616411022419|7313|-9615.499999999989|-9994.159999999993|37013.61000000001
1000616411022421|5618|-7897.199999999995|-8915.449999999995|28737.190000000002
1000616411022432|11421|-91567.60000000005|-101923.93000000002|196.70000000000073
1000616411022436|3463|-324065.5899999996|-497291.72999999975|734445.9500000002
1000616411022452|3213|-2920.580000000008|-5339.490000000009|9031.489999999994
1000616411022471|157|41949.61999999999|-2076.85|52413.799999999996
1000616411022471|1088|50250.22000000001|-9356.579999999998|54348.19000000001
1000616411022473|5893|-6765.229999999956|-33714.50999999996|368252.3
1000616411022475|4507|30503.440000000013|-9826.62999999999|33986.74000000002
1000616411022485|3786|-18064.20000000002|-68893.91|27150.059999999976
1000616411022488|3774|665.0499999999977|-3729.6200000000035|4706.249999999998
1000616411022489|8642|-7819.420000000001|-8158.410000000003|8973.489999999998
1000616411022492|1154|-115763.31000000003|-115763.31000000003|106063.71999999997
1000616411022493|8820|16262.459999999994|-87497.66|981124.64
1000616411022495|10785|-18973.56999999999|-23304.739999999998|18498.219999999998
1000616411022498|726|-16122.279999999997|-16122.279999999997|49844.68
1000616411022505|9775|61106.83000000009|-61927.44999999994|285653.6000000001
1000616411022510|3676|-3268.829999999998|-6418.209999999998|1682.8000000000015
1000616411022517|3580|-257238.9699999997|-317307.3599999999|255059.94000000003
1000616411022518|1677|1598.3700000000065|-8127.63999999999|15229.830000000007
1000616411022531|5976|1767.6400000000167|-12288.589999999982|25685.339999999993
1000616411022532|7322|11610.999999999987|-3594.36|30346.87999999999
1000616411022558|2276|-8404.680000000004|-11441.260000000002|4059.2499999999973
1000616411022583|1544|-4219.900000000001|-5859.08|5157.460000000001
1000616411022604|3116|-10700.350000000017|-14517.200000000015|6892.489999999998
1000616411022619|1745|-88366.90000000005|-189673.04999999993|98001.14000000006
1000616411022627|1466|66556.08000000066|-255599.97999999896|4376905.770000001
1000616411022630|677|-1263.0299999999986|-10945.25|14801.94
1000616411022631|5440|-14500.899999999994|-17250.469999999987|21878.280000000017
1000616411022640|576|1207.780000000001|-6149.489999999999|26898.519999999997
1000616411022641|171|-10294.810000000014|-35299.90000000001|37665.11
1000616411022651|1783|-23679.29000000002|-32732.800000000025|6300.449999999997
